RestaurantID,RestaurantName,City,Location.Longitude,Location.Latitude,AverageCostForTwo,AggregateRating,RatingText,Votes,Date
6600379,Sushi Loko,Brasí_lia,-47.91566667,-15.831,80,3.1,Average,10.0,2018-06-12 16:13:57
6600214,Beirute,Brasí_lia,-47.9075,-15.82,90,3.7,Good,8.0,2017-06-07 17:02:01
6601218,New Koto,Brasí_lia,-47.91016667,-15.82733333,200,3.7,Good,5.0,2017-05-03 12:19:40
6600060,Sandubas Cafí©,Brasí_lia,-47.89016667,-15.797,30,0,Not rated,2.0,2018-10-01 06:36:51
6600083,Villa Tevere,Brasí_lia,-47.92366667,-15.83133333,150,4.1,Very Good,12.0,2017-08-27 22:12:39
6601515,Rovereto,Brasí_lia,-48.019,-15.83716667,100,3.1,Average,9.0,2018-06-03 17:11:00
6601361,Buena Carne,Brasí_lia,-48.01909167,-15.839775,60,3.6,Good,9.0,2018-10-31 02:22:29
6601602,Taco Pep,Brasí_lia,-48.01666667,-15.83483333,100,4.3,Very Good,29.0,2016-07-20 06:19:01
6601589,Coco Bambu,Brasí_lia,-47.888999999999996,-15.7865,230,4.2,Very Good,17.0,2016-07-20 10:17:27
6601862,Taypíç,Brasí_lia,-47.872359,-15.860620999999998,100,3.6,Good,5.0,2018-03-11 10:58:50
6601595,Outback Steakhouse,Brasí_lia,-47.95628333,-15.83451389,150,4,Very Good,10.0,2016-10-03 10:51:09
6601158,Manzuíç,Brasí_lia,-47.87283333,-15.82566667,240,3.2,Average,6.0,2018-08-03 08:36:16
6600427,Coco Bambu,Brasí_lia,-47.8685,-15.819,230,4.9,Excellent,30.0,2016-04-27 11:30:32
6600116,Gero,Brasí_lia,-47.885812,-15.720118,350,3.3,Average,8.0,2017-12-28 04:17:56
6601457,Brazilian American Burgers,Brasí_lia,-47.92102778,-15.79753056,50,3.6,Good,9.0,2016-04-10 02:03:21
7303219,Pesqueiro Eco Gourmet,Rio de Janeiro,-43.376999999999995,-23.0115,140,4,Very Good,7.0,2018-02-01 20:40:13
7304307,Confeitaria Colombo,Rio de Janeiro,-43.178826,-22.905293,100,4.8,Excellent,29.0,2018-12-20 03:46:34
7301215,Bibi,Rio de Janeiro,-43.18669167,-22.97207222,60,4.7,Excellent,24.0,2016-02-24 07:44:48
7300596,Cervantes,Rio de Janeiro,-43.17583333,-22.96216667,90,4.5,Excellent,29.0,2016-03-12 06:11:44
7300612,Amir,Rio de Janeiro,-43.176,-22.96516667,170,4.2,Very Good,11.0,2016-12-29 23:57:15
7300704,TT Burger,Rio de Janeiro,-43.191,-22.98683333,60,4.8,Excellent,19.0,2016-07-07 09:03:43
7300955,Braseiro da Gíçvea,Rio de Janeiro,-43.227042,-22.973507,100,4.9,Excellent,40.0,2018-05-24 16:34:59
7300521,Balada Mix,Rio de Janeiro,-43.211425,-22.98520833,90,4.6,Excellent,21.0,2017-09-27 02:56:07
7300515,Garota de Ipanema,Rio de Janeiro,-43.203,-22.98533333,120,4.9,Excellent,49.0,2018-02-15 08:36:36
7300483,Zazíç BistríÇ Tropical,Rio de Janeiro,-43.20520833,-22.98531944,170,4.6,Excellent,21.0,2018-12-29 01:38:48
7301064,Filí© de Ouro,Rio de Janeiro,-43.219563,-22.966647000000002,90,4.3,Very Good,14.0,2018-03-19 10:33:20
7304312,D.O.C Ristorante,Rio de Janeiro,-43.34879167,-22.99991111,150,4,Very Good,5.0,2017-04-23 11:51:15
7300004,Sushi Leblon,Rio de Janeiro,-43.227,-22.98416667,250,4.6,Excellent,25.0,2017-06-30 16:26:17
7300868,Talho Capixaba,Rio de Janeiro,-43.22566667,-22.98516667,120,4.4,Very Good,13.0,2016-11-21 03:06:55
7302637,Leme Light,Rio de Janeiro,-43.17279167,-22.963925,40,4.2,Very Good,7.0,2016-06-28 08:53:15
7302140,Shirley,Rio de Janeiro,-43.17126389,-22.96337222,250,4.2,Very Good,8.0,2018-02-11 10:32:46
7305048,Quiosque Chopp Brahma,Rio de Janeiro,-43.341164,-22.870413,70,0,Not rated,1.0,2018-01-13 18:24:47
7302898,Aprazí_vel,Rio de Janeiro,-43.18736944,-22.92481389,300,4.7,Excellent,44.0,2017-06-17 09:53:47
7302859,Aconchego Carioca,Rio de Janeiro,-43.21551111,-22.91370833,85,4.6,Excellent,24.0,2017-08-04 14:37:53
7301700,Garota de Ipanema,Rio de Janeiro,-43.16266667,-22.94783333,80,4.3,Very Good,10.0,2016-04-10 22:59:39
6706313,Cantina Famiglia Mancini,Sí£o Paulo,-46.64516667,-23.55066667,250,4.5,Excellent,49.0,2017-12-18 20:49:36
6704326,Templo da Carne - Marcos Bassi,Sí£o Paulo,-46.64633333,-23.559,250,4.4,Very Good,17.0,2018-03-14 11:38:31
6711179,Gopala Hari,Sí£o Paulo,-46.65866667,-23.55616667,70,3.1,Average,5.0,2018-01-12 07:30:27
6702797,Jiquitaia,Sí£o Paulo,-46.657523,-23.55671,100,4.1,Very Good,15.0,2018-10-21 23:16:41
6700475,Skye - Hotel Unique,Sí£o Paulo,-46.666851,-23.581688,300,4.8,Excellent,59.0,2018-10-09 01:10:25
6713413,Les 3 Brasseurs,Sí£o Paulo,-46.67511,-23.582135,120,4.6,Excellent,30.0,2017-12-16 16:03:31
6714340,Red Steak & Burger,Sí£o Paulo,-46.683888,-23.585324,75,3.9,Good,5.0,2016-09-29 11:12:54
6710645,Cantinho da Gula,Sí£o Paulo,-46.67566667,-23.581,55,0,Not rated,0.0,2018-01-28 23:45:03
6700402,Paris 6 Classique,Sí£o Paulo,-46.666041,-23.561567999999998,200,3.4,Average,73.0,2016-06-18 04:58:14
6700846,Kawa Sushi,Sí£o Paulo,-46.657418,-23.571638,120,3.5,Good,9.0,2017-08-04 10:09:30
6702159,A Figueira Rubaiyat,Sí£o Paulo,-46.66983333,-23.5655,300,4.3,Very Good,39.0,2018-03-03 04:33:21
6711666,Kinoshita,Sí£o Paulo,-46.67133333,-23.59233333,230,3.9,Good,12.0,2018-03-20 22:19:58
6701257,Meats,Sí£o Paulo,-46.68133333,-23.56483333,120,4.3,Very Good,68.0,2018-01-18 16:50:07
6706211,Paribar,Sí£o Paulo,-46.64159444,-23.54664167,150,4.3,Very Good,46.0,2016-10-10 11:01:28
6705858,Terraí_o Itíçlia,Sí£o Paulo,-46.643425,-23.545163,400,4.4,Very Good,37.0,2016-07-28 19:04:40
6701419,Divino Fogí£o,Sí£o Paulo,-46.63716667,-23.5995,65,0,Not rated,2.0,2018-07-07 13:17:25
6703956,Super Grill,Sí£o Paulo,-46.698574,-23.622925,50,0,Not rated,2.0,2018-08-19 00:59:20
6709580,Esquina Mocotí_,Sí£o Paulo,-46.581672,-23.486535,100,4.4,Very Good,22.0,2016-06-14 00:17:29
6703176,Veloso,Sí£o Paulo,-46.63566667,-23.58516667,70,4.6,Excellent,58.0,2018-04-17 07:51:37
6713772,Sainte Marie Gastronomia,Sí£o Paulo,-46.746958,-23.609207,120,4.1,Very Good,11.0,2016-11-01 12:55:36
17284404,Austin's BBQ and Oyster Bar,Albany,-84.221535,31.610387,25,3.3,Average,35.0,2016-12-14 12:37:36
17284203,BJ's Country Buffet,Albany,-84.207095,31.608743,10,3.3,Average,25.0,2017-06-29 20:50:40
17284105,Cookie Shoppe,Albany,-84.154,31.5772,0,3.4,Average,34.0,2018-08-17 13:26:28
17284302,El Vaquero Mexican Restaurant,Albany,-84.2194,31.6158,0,3.4,Average,45.0,2018-05-11 07:49:59
17284397,Elements Coffee Co - Northwest,Albany,-84.206944,31.622412,10,3.4,Average,26.0,2017-06-03 07:06:05
17284211,Pearly's Famous Country Cookng,Albany,-84.1759,31.5882,0,3.4,Average,36.0,2016-11-16 04:25:43
17284094,Chick-fil-A,Albany,-84.2193,31.616,10,3.5,Good,67.0,2018-02-13 22:41:24
17284409,Guang Zhou Chinese Restaurant,Albany,-84.2091458,31.615518599999998,10,3.9,Good,141.0,2018-06-15 22:12:07
17284139,Harvest Moon,Albany,-84.205718,31.604905,25,3.7,Good,147.0,2017-12-24 20:21:49
17284403,Henry Campbell's Steakhouse,Albany,-84.22327800000001,31.612121000000002,70,3.5,Good,51.0,2016-01-18 17:15:34
17284145,Hong Kong Cafe,Albany,-84.2191,31.6156,25,3.6,Good,88.0,2017-12-02 05:02:34
17284150,House of China Restaurant II,Albany,-84.212,31.6104,10,3.8,Good,153.0,2016-11-12 00:46:28
17284158,Jimmie's Hot Dogs,Albany,-84.1534,31.5751,10,3.9,Good,160.0,2018-05-27 08:55:39
17284175,Locos Grill & Pub,Albany,-84.2228,31.6077,25,3.5,Good,57.0,2018-03-23 18:22:42
17284179,Longhorn Steakhouse,Albany,-84.2229,31.6185,25,3.5,Good,58.0,2016-11-17 00:08:00
17284197,Mikata Japanese Steakhouse,Albany,-84.2164,31.6137,40,3.6,Good,115.0,2017-07-10 09:14:53
17284241,Shogun Japanese Steak House,Albany,-84.2233,31.6118,40,3.5,Good,51.0,2016-07-11 04:41:10
17284390,The Catch Seafood Room & Oyster Bar,Albany,-84.205025,31.605882,40,3.8,Good,250.0,2018-09-02 01:09:31
17284279,Villa Gargano,Albany,-84.1757,31.5985,10,3.7,Good,117.0,2016-05-10 02:55:26
17284364,3 Squares Diner,Albany,-83.8389,31.5308,10,3.4,Average,20.0,2018-02-23 17:29:26
16611114,Whitebull Hotel,Armidale,151.6688792,-30.5147169,20,3.5,Good,25.0,2016-08-01 15:13:39
17293281,Last Resort Grill,Athens,-83.378273,33.957999,40,4.5,Excellent,1821.0,2016-05-19 23:01:03
17293301,Mama's Boy Restaurant,Athens,-83.3654,33.9535,10,4.5,Excellent,849.0,2016-05-14 13:59:12
17293409,Sr. Sol 1,Athens,-83.4293,33.9652,10,4.6,Excellent,917.0,2017-05-02 23:24:34
17293163,Choo Choo Eastside,Athens,-83.3389,33.9259,10,3.9,Good,439.0,2018-02-15 02:14:34
17293228,The Grill,Athens,-83.375523,33.958197999999996,10,3.7,Good,289.0,2018-07-16 22:24:30
17293880,Big City Bread Cafe,Athens,-83.384004,33.959392,10,4.3,Very Good,558.0,2016-08-11 23:29:24
17293169,Clocked,Athens,-83.3797,33.9584,10,4.2,Very Good,613.0,2017-12-27 02:19:43
17293186,DePalma's Italian Cafe - Downtown,Athens,-83.37359599999999,33.958112,25,4,Very Good,353.0,2016-05-03 19:33:56
17293180,DePalma's Italian Cafe - East Side,Athens,-83.33995,33.924275,25,4.1,Very Good,387.0,2018-05-01 19:38:00
17293205,Five & Ten,Athens,-83.3872482,33.941554499999995,40,4.3,Very Good,755.0,2018-07-16 17:43:55
17293229,Grit,Athens,-83.381625,33.960112,10,4.2,Very Good,800.0,2016-12-04 02:17:18
17293897,Ike & Jane,Athens,-83.400887,33.963296,10,4.1,Very Good,350.0,2016-10-12 07:19:12
17293273,La Dolce Vita Ristorante,Athens,-83.4075,33.9584,40,4.1,Very Good,464.0,2016-03-01 23:05:45
17293870,Shokitini,Athens,-83.379251,33.957503,25,4.2,Very Good,550.0,2018-01-15 04:52:38
17293877,Taqueria Del Sol,Athens,-83.383605,33.960571,10,4.1,Very Good,543.0,2016-08-07 07:44:07
17293890,The National,Athens,-83.37966999999999,33.959468,40,4.1,Very Good,465.0,2018-08-26 12:30:07
17293915,The Royal Peasant,Athens,-83.38728,33.937502,10,4.4,Very Good,546.0,2018-04-09 03:43:21
17293422,Transmetropolitan,Athens,-83.3764,33.9584,10,4.4,Very Good,1098.0,2018-05-31 22:16:22
17293873,Trappeze Pub,Athens,-83.378881,33.958363,25,4.2,Very Good,579.0,2017-05-07 15:48:10
17294014,Viva! Argentine Cuisine,Athens,-83.38282240000001,33.9600227,10,4.1,Very Good,374.0,2016-04-06 20:20:36
17294556,Miyabi Kyoto Japanese Steak House,Augusta,-82.0865,33.4721,40,4.6,Excellent,717.0,2016-07-25 05:11:32
17294607,Rae's Coastal Cafe,Augusta,-82.0698,33.4791,40,4.9,Excellent,548.0,2016-09-14 20:44:17
17294279,The Bee's Knees,Augusta,-81.97,33.4765,25,4.5,Excellent,631.0,2018-12-04 08:31:40
17294300,Boll Weevil Cafe,Augusta,-81.9684,33.474000000000004,10,3.9,Good,372.0,2016-06-30 10:19:06
17295215,Farmhaus Burger,Augusta,-81.97300600000001,33.477444,25,3.9,Good,201.0,2016-07-28 20:51:09
17295028,Manuel's Bread Cafe,Augusta,-81.965571,33.481778999999996,40,3.8,Good,332.0,2016-04-06 10:31:39
17294642,Sconyers Bar B Que,Augusta,-82.0327,33.4086,25,3.5,Good,304.0,2016-10-28 00:19:17
17295109,Frog Hollow Tavern,Augusta,-81.974944,33.478231,40,4.3,Very Good,368.0,2017-04-05 23:36:29
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,-82.096,33.4827,25,4.1,Very Good,430.0,2016-12-03 22:13:56
17294552,Mellow Mushroom,Augusta,-81.9721,33.4778,25,4.4,Very Good,433.0,2018-05-17 10:57:16
17294565,Nacho Mamas Burritos,Augusta,-81.9694,33.4764,10,4,Very Good,380.0,2017-01-30 17:59:38
17294623,Rhinehart's Oyster Bar,Augusta,-82.0505,33.5133,25,4,Very Good,456.0,2018-03-11 09:55:57
17294712,Takosushi,Augusta,-82.0301,33.4848,40,4.2,Very Good,647.0,2017-06-20 04:09:14
17295033,The Chop House,Augusta,-82.080788,33.467201,40,4,Very Good,360.0,2017-11-22 18:27:01
17295069,The Taj of India,Augusta,-82.0805493,33.5375868,25,4,Very Good,227.0,2017-10-22 19:27:03
17294261,Augsburg Haus,Augusta,-82.143793,33.544342,25,3.9,Good,290.0,2018-12-10 04:31:41
17295115,Pho Bac,Augusta,-82.126161,33.532249,10,4.1,Very Good,270.0,2018-12-09 23:51:03
17294836,Rhinehart's Oyster Bar,Augusta,-82.141284,33.521291,25,4,Very Good,326.0,2018-07-19 12:08:43
17294850,Thai Kitchen,Augusta,-82.1328,33.5406,35,4.3,Very Good,317.0,2017-10-06 23:35:58
17294883,El Kiosco Mexican Restaurant,Augusta,-82.1997,33.4574,10,4.2,Very Good,300.0,2017-10-31 19:52:05
16608864,Taste of Balingup,Balingup,115.98449240000001,-33.784526899999996,20,3.2,Average,21.0,2017-03-04 20:07:45
16604911,Bridge Road Brewers,Beechworth,146.685852,-36.360439,20,4.6,Excellent,237.0,2017-01-23 23:27:07
17303465,Bardenay,Boise,-116.2019,43.6138,25,4.5,Excellent,879.0,2016-06-28 13:40:07
17303642,Flatbread Neapolitan Pizzeria,Boise,-116.20346599999999,43.616068,25,4.6,Excellent,615.0,2016-11-05 07:04:27
17303670,Goldy's Breakfast Bistro,Boise,-116.2023,43.6149,25,4.5,Excellent,879.0,2018-10-29 20:42:41
17303545,Chandlers Steakhouse,Boise,-116.2064,43.6157,70,3.9,Good,379.0,2018-04-07 22:48:53
17303655,Bar Gernika Basque Pub & Eatery,Boise,-116.2031,43.614,10,4.3,Very Good,303.0,2017-12-06 16:06:51
17304691,Barbacoa Restaurant,Boise,-116.185034,43.597235,70,4.1,Very Good,538.0,2017-10-29 10:21:45
17303478,Big Jud's,Boise,-116.2062,43.5945,10,4.2,Very Good,334.0,2018-02-18 05:44:15
17303480,Bittercreek Ale House,Boise,-116.2022,43.6167,25,4.3,Very Good,555.0,2016-05-13 16:15:12
17304733,Boise Fry Company,Boise,-116.193409,43.610279,10,4.4,Very Good,823.0,2017-09-24 23:19:15
17303646,Flying Pie Pizzaria,Boise,-116.2625,43.6192,25,4.1,Very Good,550.0,2016-01-13 13:14:17
17304929,Fork,Boise,-116.202845,43.616295,25,4.4,Very Good,650.0,2016-07-28 07:02:16
17303684,Guido's Original New York Style Pizza,Boise,-116.199,43.615,10,4.3,Very Good,410.0,2018-09-01 03:01:19
17303772,Los Beto's,Boise,-116.2463,43.6191,10,4.4,Very Good,660.0,2016-02-13 11:44:05
17305123,Lucianos Italian Restaurant,Boise,-116.24516499999999,43.605137899999995,25,4.4,Very Good,360.0,2017-03-17 22:18:09
17303787,Mai Thai Restaurant,Boise,-116.2021,43.6162,40,4,Very Good,340.0,2016-08-24 00:41:31
17303990,Shige Japanese Cuisine,Boise,-116.2031,43.6156,25,4.1,Very Good,393.0,2017-01-29 13:27:04
17304741,The Egg Factory,Boise,-116.28180900000001,43.619274,10,4.3,Very Good,422.0,2018-06-14 16:52:06
17304726,Tucanos,Boise,-116.28061399999999,43.591706,40,4,Very Good,435.0,2016-04-14 07:01:00
17304486,Texas Roadhouse,Boise,-116.34730400000001,43.619108000000004,25,4,Very Good,369.0,2017-01-01 20:25:22
17304533,Brick 29,Boise,-116.5629,43.5777,40,4.4,Very Good,487.0,2016-09-30 21:48:40
17316233,Winifreds,Cedar Rapids/Iowa City,-91.6336,42.0179,40,3.7,Good,98.0,2017-10-07 20:18:11
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,-91.6327,42.0281,40,4.1,Very Good,365.0,2016-08-19 14:56:54
17315995,El Super Burrito,Cedar Rapids/Iowa City,-91.7148,41.9748,10,4.1,Very Good,190.0,2018-10-30 19:18:26
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,-91.6224,42.0249,40,4.1,Very Good,429.0,2017-08-11 15:02:28
17316038,Irish Democrat,Cedar Rapids/Iowa City,-91.6347,42.01,25,4.4,Very Good,430.0,2017-11-18 21:57:14
17316771,Taste of India,Cedar Rapids/Iowa City,-91.6499622,42.021534700000004,25,4.2,Very Good,186.0,2016-07-25 05:52:37
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,-91.7266,41.9639,10,4.2,Very Good,220.0,2016-10-15 04:28:18
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,-91.6394,42.0468,10,4.2,Very Good,347.0,2018-03-25 13:53:11
17316389,Monica's,Cedar Rapids/Iowa City,-91.569767,41.670466,25,3.8,Good,161.0,2018-11-16 14:46:19
17316278,Exotic India,Cedar Rapids/Iowa City,-91.5687,41.6685,25,4.1,Very Good,160.0,2018-02-26 05:01:06
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,-91.534424,41.660982000000004,10,4.9,Excellent,820.0,2018-12-25 01:03:55
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,-91.531414,41.663849,10,4.5,Excellent,488.0,2017-12-26 05:01:14
17316766,Bluebird Diner,Cedar Rapids/Iowa City,-91.531093,41.663751,25,3.6,Good,253.0,2018-01-20 00:51:40
17316743,Graze,Cedar Rapids/Iowa City,-91.534302,41.658691,40,3.8,Good,220.0,2017-07-30 03:44:07
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,-91.5314,41.6648,25,4.3,Very Good,485.0,2017-12-16 06:51:15
17316381,Atlas World Grill,Cedar Rapids/Iowa City,-91.5341,41.661,40,4.3,Very Good,428.0,2016-04-05 17:18:40
17316802,BlackStone,Cedar Rapids/Iowa City,-91.48216500000001,41.667742,25,4.1,Very Good,294.0,2018-06-18 04:03:46
17316416,Devotay,Cedar Rapids/Iowa City,-91.5318,41.6625,40,4,Very Good,380.0,2017-02-03 14:18:19
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,-91.5074,41.6428,25,4.2,Very Good,259.0,2016-04-13 02:37:16
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,-91.5995,42.0331,25,4.7,Excellent,433.0,2017-07-22 09:18:52
16659169,Tokyo Sushi,Chatham-Kent,-82.188438,42.397683,25,3.7,Good,176.0,2016-02-13 17:13:41
17558684,Berry Patch Restaurant,Clatskanie,-123.368151,46.126967,10,4.3,Very Good,96.0,2016-11-02 22:45:54
18366580,Sakura Sushi & Grill,Cochrane,-114.472474,51.183934,25,3.1,Average,6.0,2017-03-09 10:54:11
17330755,Uptown Vietnam cuisine,Columbus,-84.992671,32.470315,10,3.3,Average,33.0,2018-08-12 01:27:54
17330611,Cafe Le Rue @ The Landings,Columbus,-84.95591,32.519247,25,4.6,Excellent,489.0,2016-10-01 07:22:56
17330609,Mark's City Grille,Columbus,-84.927047,32.555591,25,4.5,Excellent,345.0,2017-05-29 05:30:41
17330024,B Merrell's,Columbus,-84.9436,32.5577,25,3.8,Good,149.0,2018-01-20 02:10:44
17330074,Cannon Brewpub,Columbus,-84.9936,32.4656,25,3.9,Good,330.0,2016-11-21 12:25:05
17330185,Fuji Japanese Steak House,Columbus,-84.954984,32.5382197,40,3.9,Good,247.0,2016-06-02 09:14:09
17330397,Ruth Ann's Family Restaurant,Columbus,-84.9876,32.4637,10,3.7,Good,123.0,2018-12-20 08:40:06
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,-84.9933631,32.4652417,40,3.6,Good,109.0,2017-05-21 10:43:05
17330676,Wasabi Sushi and Thai,Columbus,-84.96661,32.534002,40,3.7,Good,134.0,2016-09-20 08:07:28
17330048,Buckhead Bar and Grill,Columbus,-84.95366999999999,32.513154,40,4.2,Very Good,722.0,2018-05-14 23:17:52
17330604,Burt's Butcher Shoppe and Eatery,Columbus,-84.947569,32.504657,25,4.3,Very Good,213.0,2018-09-27 08:46:28
17330087,Chef Lee's Peking Restaurant,Columbus,-84.9607,32.5393,25,4,Very Good,335.0,2016-06-09 15:29:44
17330137,Country's Barbecue,Columbus,-84.9464,32.4792,25,4,Very Good,353.0,2016-03-23 04:00:30
17330155,Deorio's,Columbus,-84.9427,32.481,0,4,Very Good,170.0,2018-05-27 00:12:12
17330309,Mellow Mushroom,Columbus,-84.9557,32.5321,25,4.1,Very Good,192.0,2018-07-31 15:13:05
17330311,Meritage,Columbus,-84.99209300000001,32.466158,40,4.1,Very Good,302.0,2017-04-23 01:15:09
17330615,Mongo The Mongolian Fire Pit,Columbus,-84.938698,32.560905,10,4.2,Very Good,355.0,2018-01-12 00:32:30
17330638,The Black Cow,Columbus,-84.991384,32.468757000000004,25,4.3,Very Good,287.0,2016-03-02 17:08:49
17330628,Wood Stone,Columbus,-84.963201,32.527217,40,4,Very Good,264.0,2017-09-18 06:05:40
17330546,Hunter's Pub,Columbus,-85.0213,32.7455,40,4.4,Very Good,235.0,2018-10-24 04:54:56
16643459,Consort Restaurant,Consort,-110.77469939999999,52.0082889,25,3,Average,6.0,2018-11-09 12:52:44
17334434,Thatcher's Barbeque and Grill,Dalton,-84.9396931,34.5251331,25,3.7,Good,38.0,2018-11-18 06:40:25
17334348,Christian and Jake's Bistro,Dalton,-84.92625799999999,34.474635,10,4.4,Very Good,122.0,2016-10-19 10:16:05
17334213,Dub's High on the Hog,Dalton,-84.9523921,34.497248799999994,25,4.4,Very Good,207.0,2018-05-23 06:32:28
17334355,Sierra's Mexican Restaurant,Dalton,-84.767911,34.752476,10,3.9,Good,66.0,2017-06-20 18:04:19
17334212,Oakwood Cafe,Dalton,-84.96939300000001,34.769686,10,4.9,Excellent,249.0,2016-07-03 09:26:45
17333797,Chili's Grill & Bar,Dalton,-85.0039,34.7643,25,3.8,Good,63.0,2017-09-26 20:52:28
17334217,Fuji Japanese Steakhouse,Dalton,-84.99234200000001,34.759551,40,3.8,Good,145.0,2018-11-02 17:16:46
17334273,Las Palmas,Dalton,-84.992924,34.759665000000005,10,3.8,Good,83.0,2018-08-01 16:03:32
17334254,Tony's Italian Restaurant & Pizza,Dalton,-84.999678,34.758645,25,3.7,Good,116.0,2016-01-10 05:22:51
17333836,Filling Station,Dalton,-84.9678,34.7742,10,4.1,Very Good,122.0,2017-11-17 17:57:20
17334197,Five Guys Burgers and Fries,Dalton,-84.990925,34.759273,10,4.1,Very Good,142.0,2016-01-17 11:28:55
17333882,Los Pablos,Dalton,-84.9964,34.7604,10,4.1,Very Good,114.0,2017-11-07 09:06:37
17334211,Kobe Hibachi & Sushi,Dalton,-85.22291009999999,34.9428786,25,4.6,Excellent,214.0,2018-10-17 10:56:05
17334390,Soho Hibachi,Dalton,-85.246237,34.9528157,10,4.3,Very Good,116.0,2016-04-18 22:18:45
17334034,Thai Garden,Dalton,-85.2545,34.9546,25,4.2,Very Good,111.0,2016-11-14 18:44:30
17334414,Southern Bliss Bakery,Dalton,-85.294955,34.705093,10,3.7,Good,25.0,2016-08-24 21:14:25
17334082,Bailey's Bar-B-Que,Dalton,-85.1321,34.9273,10,4.1,Very Good,128.0,2018-11-09 20:41:15
17334364,Farm To Fork,Dalton,-85.130492,34.912109,10,4.3,Very Good,244.0,2017-06-26 06:10:25
17334398,Home Plate Grill,Dalton,-85.1079396,34.9151853,10,4.2,Very Good,112.0,2018-05-23 18:12:22
17334219,Pie Slingers Pizzeria,Dalton,-85.24972700000001,34.851907000000004,10,4.1,Very Good,144.0,2018-12-13 07:33:46
17335173,Olive Tree Cafe,Davenport,-90.49698599999999,41.574934999999996,25,4.6,Excellent,166.0,2016-02-07 23:10:20
17335225,Crust Stone Oven Pizza,Davenport,-90.4912446,41.574780100000005,25,3.9,Good,136.0,2017-06-25 06:27:41
